"Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec"
1973-04-26 12:00:00,1973,4,26,-1,16,8.667,0
1973-04-27 12:00:00,1973,4,27,3,19,11.111,0
1973-04-28 12:00:00,1973,4,28,6,14,10.833,2.032
1973-04-29 12:00:00,1973,4,29,10,14,11.778,7.874
1973-04-30 12:00:00,1973,4,30,4,19,13.667,3.048
1973-05-01 12:00:00,1973,5,1,7,18,12.944,2.032
1973-05-02 12:00:00,1973,5,2,7,15,10.278,2.032
1973-05-03 12:00:00,1973,5,3,10,24,16.389,0
1973-05-04 12:00:00,1973,5,4,12,22,16.944,4.064
1973-05-05 12:00:00,1973,5,5,11,25,17.222,26.924
1973-05-06 12:00:00,1973,5,6,10,19,14.167,0
1973-05-07 12:00:00,1973,5,7,8,14,11.611,4.064
1973-05-08 12:00:00,1973,5,8,5,14,8.778,2.032
1973-05-09 12:00:00,1973,5,9,7,13,10.056,5.08
1973-05-10 12:00:00,1973,5,10,8,14,10.778,1.016
1973-05-11 12:00:00,1973,5,11,2,14,8.611,0
1973-05-12 12:00:00,1973,5,12,0,17,9,0
1973-05-13 12:00:00,1973,5,13,3,19,12.111,0
1973-05-14 12:00:00,1973,5,14,6,14,10.722,0
1973-05-15 12:00:00,1973,5,15,3,14,9.111,0.254
1973-05-16 12:00:00,1973,5,16,0,18,10.111,0
1973-05-17 12:00:00,1973,5,17,5,20,12.944,0
1973-05-18 12:00:00,1973,5,18,8,20,14.056,0
1973-05-19 12:00:00,1973,5,19,8,24,16.778,0
1973-05-20 12:00:00,1973,5,20,12,21,16.778,6.096
1973-05-21 12:00:00,1973,5,21,10,23,16.5,2.032
1973-05-22 12:00:00,1973,5,22,10,23,17,0.254
1973-05-23 12:00:00,1973,5,23,13,21,16.944,3.048
1973-05-24 12:00:00,1973,5,24,11,15,13,2.286
1973-05-25 12:00:00,1973,5,25,10,19,14.444,0
1973-05-26 12:00:00,1973,5,26,6,24,15.278,0
1973-05-27 12:00:00,1973,5,27,7,24,16.944,0
1973-05-28 12:00:00,1973,5,28,8,25,17.944,0
1973-05-29 12:00:00,1973,5,29,10,18,13.833,2.032
1973-05-30 12:00:00,1973,5,30,9,18,13.722,7.112
1973-05-31 12:00:00,1973,5,31,14,23,18.444,6.096
1973-06-01 12:00:00,1973,6,1,16,20,17.5,10.922
1973-06-02 12:00:00,1973,6,2,8,17,13.889,2.032
1973-06-03 12:00:00,1973,6,3,7,19,14.278,0
1973-06-04 12:00:00,1973,6,4,6,20,13.889,0
1973-06-05 12:00:00,1973,6,5,8,20,14.222,0
1973-06-06 12:00:00,1973,6,6,4,21,14.5,0
1973-06-07 12:00:00,1973,6,7,7,21,14.389,0.254
1973-06-08 12:00:00,1973,6,8,6,21,14.556,0
1973-06-09 12:00:00,1973,6,9,11,22,17.167,0
1973-06-10 12:00:00,1973,6,10,14,19,16.389,0.254
1973-06-11 12:00:00,1973,6,11,12,18,15.444,0.254
1973-06-12 12:00:00,1973,6,12,10,26,18.722,0
1973-06-13 12:00:00,1973,6,13,13,24,18.278,0
1973-06-14 12:00:00,1973,6,14,5,19,13.611,0
1973-06-15 12:00:00,1973,6,15,5,22,14.722,0
1973-06-16 12:00:00,1973,6,16,8,26,18,0
1973-06-17 12:00:00,1973,6,17,12,28,20.889,0
1973-06-18 12:00:00,1973,6,18,14,24,18.611,0.254
1973-06-19 12:00:00,1973,6,19,10,26,19.611,0
1973-06-20 12:00:00,1973,6,20,14,28,19.722,0
1973-06-21 12:00:00,1973,6,21,14,25,18.111,0
1973-06-22 12:00:00,1973,6,22,10,24,17.944,0
1973-06-23 12:00:00,1973,6,23,13,25,18.111,0.254
1973-06-24 12:00:00,1973,6,24,15,25,17.722,6.096
1973-06-25 12:00:00,1973,6,25,14,28,19.556,0
1973-06-26 12:00:00,1973,6,26,13,30,22.167,0
1973-06-27 12:00:00,1973,6,27,17,33,25.444,0
1973-06-28 12:00:00,1973,6,28,19,28,23.278,7.112
1973-06-29 12:00:00,1973,6,29,16,24,19.889,0.508
1973-06-30 12:00:00,1973,6,30,11,27,19.778,0
1973-07-01 12:00:00,1973,7,1,13,30,22.5,0
1973-07-02 12:00:00,1973,7,2,17,33,25.111,0
1973-07-03 12:00:00,1973,7,3,16,28,22.389,0
1973-07-04 12:00:00,1973,7,4,13,30,22.111,0
1973-07-05 12:00:00,1973,7,5,15,33,24.722,0
1973-07-06 12:00:00,1973,7,6,18,29,22.722,4.064
1973-07-07 12:00:00,1973,7,7,17,25,20.833,0
1973-07-08 12:00:00,1973,7,8,14,22,17.889,0
1973-07-09 12:00:00,1973,7,9,11,24,17.389,0
1973-07-10 12:00:00,1973,7,10,9,26,18.444,0
1973-07-11 12:00:00,1973,7,11,13,22,17.222,2.032
1973-07-12 12:00:00,1973,7,12,16,21,18,7.366
1973-07-13 12:00:00,1973,7,13,12,20,16.222,0
1973-07-14 12:00:00,1973,7,14,11,27,19.944,0
1973-07-15 12:00:00,1973,7,15,14,21,18.167,8.89
1973-07-16 12:00:00,1973,7,16,14,25,19.889,0
1973-07-17 12:00:00,1973,7,17,13,22,16.889,13.462
1973-07-18 12:00:00,1973,7,18,12,21,16.944,0
1973-07-19 12:00:00,1973,7,19,13,22,16.944,2.032
1973-07-20 12:00:00,1973,7,20,14,20,16.833,2.032
1973-07-21 12:00:00,1973,7,21,14,22,17.278,2.032
1973-07-22 12:00:00,1973,7,22,13,22,16.167,1.016
1973-07-23 12:00:00,1973,7,23,10,17,13.611,0.762
1973-07-24 12:00:00,1973,7,24,7,20,14.111,0.254
1973-07-25 12:00:00,1973,7,25,8,21,15.056,0
1973-07-26 12:00:00,1973,7,26,13,17,14.722,2.286
1973-07-27 12:00:00,1973,7,27,12,17,13.889,2.032
1973-07-28 12:00:00,1973,7,28,12,22,16.333,0.508
1973-07-29 12:00:00,1973,7,29,16,21,17.833,2.032
1973-07-30 12:00:00,1973,7,30,13,20,16.5,0
1973-07-31 12:00:00,1973,7,31,9,26,17.611,0
1973-08-01 12:00:00,1973,8,1,13,28,21.222,0
1973-08-02 12:00:00,1973,8,2,14,25,20.278,0
1973-08-03 12:00:00,1973,8,3,14,25,19.167,8.128
1973-08-04 12:00:00,1973,8,4,16,23,18.778,7.874
1973-08-05 12:00:00,1973,8,5,15,22,18.611,0.254
1973-08-06 12:00:00,1973,8,6,13,32,22.778,0
1973-08-07 12:00:00,1973,8,7,14,23,18,4.064
1973-08-08 12:00:00,1973,8,8,10,20,15.611,0
1973-08-09 12:00:00,1973,8,9,7,25,16.389,0
1973-08-10 12:00:00,1973,8,10,9,28,19.444,0
1973-08-11 12:00:00,1973,8,11,17,30,22.722,0
1973-08-12 12:00:00,1973,8,12,14,30,21.833,0
1973-08-13 12:00:00,1973,8,13,12,29,21.778,0
1973-08-14 12:00:00,1973,8,14,12,29,21.389,0
1973-08-15 12:00:00,1973,8,15,14,29,21.889,0
1973-08-16 12:00:00,1973,8,16,12,30,19.833,0
1973-08-17 12:00:00,1973,8,17,15,32,23.611,0
1973-08-18 12:00:00,1973,8,18,16,28,22.111,0
1973-08-19 12:00:00,1973,8,19,17,29,22.722,0
1973-08-20 12:00:00,1973,8,20,18,27,21.556,0
1973-08-21 12:00:00,1973,8,21,13,21,17.944,0
1973-08-22 12:00:00,1973,8,22,5,23,15.889,0
1973-08-23 12:00:00,1973,8,23,7,27,19,0
1973-08-24 12:00:00,1973,8,24,11,26,18.167,0
1973-08-25 12:00:00,1973,8,25,8,26,17.389,0
1973-08-26 12:00:00,1973,8,26,10,27,18.778,0
1973-08-27 12:00:00,1973,8,27,11,29,21,0
1973-08-28 12:00:00,1973,8,28,16,23,20.222,0
1973-08-29 12:00:00,1973,8,29,14,23,17.444,0
1973-08-30 12:00:00,1973,8,30,14,19,16.556,3.048
1973-08-31 12:00:00,1973,8,31,11,19,15.722,6.096
1973-09-01 12:00:00,1973,9,1,14,25,18.889,0
1973-09-02 12:00:00,1973,9,2,16,21,18.222,1.016
1973-09-03 12:00:00,1973,9,3,13,27,20.389,0
1973-09-04 12:00:00,1973,9,4,12,32,21.778,0
1973-09-05 12:00:00,1973,9,5,16,32,23.778,0
1973-09-06 12:00:00,1973,9,6,14,32,22.722,0
1973-09-07 12:00:00,1973,9,7,13,26,20.111,0
1973-09-08 12:00:00,1973,9,8,9,29,19.778,0
1973-09-09 12:00:00,1973,9,9,14,29,19.611,2.032
1973-09-10 12:00:00,1973,9,10,11,20,15.556,0
1973-09-11 12:00:00,1973,9,11,6,17,12.5,0
1973-09-12 12:00:00,1973,9,12,4,20,11.889,0
1973-09-13 12:00:00,1973,9,13,4,20,11.944,0
1973-09-14 12:00:00,1973,9,14,5,24,14.444,0
1973-09-15 12:00:00,1973,9,15,6,27,17.556,0
1973-09-16 12:00:00,1973,9,16,14,24,18.778,0
1973-09-17 12:00:00,1973,9,17,12,25,18.556,6.096
1973-09-18 12:00:00,1973,9,18,10,24,17.778,0
1973-09-19 12:00:00,1973,9,19,15,20,17.056,5.08
1973-09-20 12:00:00,1973,9,20,14,22,16.444,0
1973-09-21 12:00:00,1973,9,21,12,17,14.167,19.05
1973-09-22 12:00:00,1973,9,22,7,17,12.389,3.048
1973-09-23 12:00:00,1973,9,23,5,16,10.444,0
1973-09-24 12:00:00,1973,9,24,4,14,9.167,1.016
1973-09-25 12:00:00,1973,9,25,6,17,10.778,1.016
1973-09-26 12:00:00,1973,9,26,6,16,11.167,0
1973-09-27 12:00:00,1973,9,27,10,14,11.667,0.508
1973-09-28 12:00:00,1973,9,28,9,16,13.944,0
1973-09-29 12:00:00,1973,9,29,6,15,11.722,9.906
1973-09-30 12:00:00,1973,9,30,7,13,9.944,1.016
1973-10-01 12:00:00,1973,10,1,6,15,10.722,3.048
1973-10-02 12:00:00,1973,10,2,2,20,9.111,0
1973-10-03 12:00:00,1973,10,3,1,22,11.111,0
1973-10-04 12:00:00,1973,10,4,5,21,12.333,0
1973-10-05 12:00:00,1973,10,5,7,25,13.889,0
1973-10-06 12:00:00,1973,10,6,6,21,13.333,0
1973-10-07 12:00:00,1973,10,7,8,16,12.556,6.096
1973-10-08 12:00:00,1973,10,8,11,15,13.056,0.254
1973-10-09 12:00:00,1973,10,9,11,17,13.778,0
1973-10-10 12:00:00,1973,10,10,11,15,13.389,0
1973-10-11 12:00:00,1973,10,11,0,12,7.611,3.048
1973-10-12 12:00:00,1973,10,12,-2,10,2.667,0
1973-10-13 12:00:00,1973,10,13,-1,9,4.333,0
1973-10-14 12:00:00,1973,10,14,1,15,9.5,0
1973-10-15 12:00:00,1973,10,15,10,12,10.667,4.064
1973-10-16 12:00:00,1973,10,16,9,16,11.5,8.89
1973-10-17 12:00:00,1973,10,17,5,11,7.5,4.064
1973-10-18 12:00:00,1973,10,18,2,8,5.167,0.508
1973-10-19 12:00:00,1973,10,19,1,11,7,4.064
1973-10-20 12:00:00,1973,10,20,8,10,9.222,14.986
1973-10-21 12:00:00,1973,10,21,8,12,9.611,10.922
1973-10-22 12:00:00,1973,10,22,2,11,7.889,0.254
1973-10-23 12:00:00,1973,10,23,7,12,9.944,7.112
1973-10-24 12:00:00,1973,10,24,2,10,6.056,0
1973-10-25 12:00:00,1973,10,25,0,11,4.444,0
1973-10-26 12:00:00,1973,10,26,0,14,5.056,0
1973-10-27 12:00:00,1973,10,27,0,14,5.056,0
1973-10-28 12:00:00,1973,10,28,0,14,5.778,0
1973-10-29 12:00:00,1973,10,29,2,10,7.667,0
1973-10-30 12:00:00,1973,10,30,0,10,6.111,0
1973-10-31 12:00:00,1973,10,31,7,15,9.444,0
1973-11-01 12:00:00,1973,11,1,3,9,6.278,0
1973-11-02 12:00:00,1973,11,2,1,12,5.667,0
1973-11-03 12:00:00,1973,11,3,2,9,5.278,0
1973-11-04 12:00:00,1973,11,4,4,15,8.778,0
1973-11-05 12:00:00,1973,11,5,5,16,10.667,10.922
1973-11-06 12:00:00,1973,11,6,3,8,5.167,2.286
1973-11-07 12:00:00,1973,11,7,4,8,6.222,0.254
1973-11-08 12:00:00,1973,11,8,6,12,9.556,0
1973-11-09 12:00:00,1973,11,9,10,12,11.056,0
1973-11-10 12:00:00,1973,11,10,7,11,9.444,0
1973-11-11 12:00:00,1973,11,11,5,9,8.111,0.508
1973-11-12 12:00:00,1973,11,12,2,8,5.556,0
1973-11-13 12:00:00,1973,11,13,6,11,8.5,6.096
1973-11-14 12:00:00,1973,11,14,3,9,5.944,1.016
1973-11-15 12:00:00,1973,11,15,3,11,7.278,7.112
1973-11-16 12:00:00,1973,11,16,4,8,5.833,0.254
1973-11-17 12:00:00,1973,11,17,-3,6,3.278,0
1973-11-18 12:00:00,1973,11,18,-4,6,0.167,0
1973-11-19 12:00:00,1973,11,19,-1,9,4.5,0.508
1973-11-20 12:00:00,1973,11,20,1,8,5.111,0
1973-11-21 12:00:00,1973,11,21,-1,8,2.444,0
1973-11-22 12:00:00,1973,11,22,-1,9,2.722,0
1973-11-23 12:00:00,1973,11,23,0,8,4.556,0
1973-11-24 12:00:00,1973,11,24,6,11,9.222,0.254
1973-11-25 12:00:00,1973,11,25,1,9,5.111,1.016
1973-11-26 12:00:00,1973,11,26,0,4,1.389,6.096
1973-11-27 12:00:00,1973,11,27,0,14,0.667,1.27
1973-11-28 12:00:00,1973,11,28,-1,2,0.667,0.508
1973-11-29 12:00:00,1973,11,29,-7,1,-1.722,4.572
1973-11-30 12:00:00,1973,11,30,-8,1,-0.944,9.398
1973-12-01 12:00:00,1973,12,1,-13,-4,-8.111,0.508
1973-12-02 12:00:00,1973,12,2,-16,-7,-11.778,0.254
1973-12-03 12:00:00,1973,12,3,-13,-1,-5.222,3.048
1973-12-04 12:00:00,1973,12,4,-2,7,5.056,6.096
1973-12-05 12:00:00,1973,12,5,5,8,6.611,3.556
1973-12-06 12:00:00,1973,12,6,5,9,6.944,5.08
1973-12-07 12:00:00,1973,12,7,2,6,3.944,0
1973-12-08 12:00:00,1973,12,8,1,10,6.056,7.112
1973-12-09 12:00:00,1973,12,9,-6,2,-1.444,0.508
1973-12-10 12:00:00,1973,12,10,-8,0,-4.444,0
1973-12-11 12:00:00,1973,12,11,-6,5,-1.5,4.064
1973-12-12 12:00:00,1973,12,12,0,4,2.556,4.318
1973-12-13 12:00:00,1973,12,13,2,7,5.111,7.112
1973-12-14 12:00:00,1973,12,14,0,5,2.111,13.97
1973-12-15 12:00:00,1973,12,15,0,3,1.333,2.032
1973-12-16 12:00:00,1973,12,16,1,5,3.222,3.048
1973-12-17 12:00:00,1973,12,17,1,6,3.111,6.096
1973-12-18 12:00:00,1973,12,18,-1,4,1.5,0.508
1973-12-19 12:00:00,1973,12,19,-3,3,1,0
1973-12-20 12:00:00,1973,12,20,1,4,1.944,0
1973-12-21 12:00:00,1973,12,21,1,5,3.056,0
1973-12-22 12:00:00,1973,12,22,2,7,5.5,5.08
1973-12-23 12:00:00,1973,12,23,4,7,5.722,5.08
1973-12-24 12:00:00,1973,12,24,2,8,5.333,0
1973-12-25 12:00:00,1973,12,25,2,5,3.444,0
1973-12-26 12:00:00,1973,12,26,2,5,3.056,0
1973-12-27 12:00:00,1973,12,27,3,6,4.278,0.508
1973-12-28 12:00:00,1973,12,28,5,6,5.167,1.016
1973-12-29 12:00:00,1973,12,29,2,8,4.778,0.254
1973-12-30 12:00:00,1973,12,30,0,3,0.722,0
1973-12-31 12:00:00,1973,12,31,-4,4,0.444,0.254
1974-01-01 12:00:00,1974,1,1,-7,3,-2.889,0
1974-01-02 12:00:00,1974,1,2,-8,1,-2.889,0
1974-01-03 12:00:00,1974,1,3,-2,1,0.111,0
1974-01-04 12:00:00,1974,1,4,-1,3,0.944,6.096
1974-01-05 12:00:00,1974,1,5,1,7,4.056,0
1974-01-06 12:00:00,1974,1,6,3,7,4.944,6.096
1974-01-07 12:00:00,1974,1,7,2,7,5,7.112
1974-01-08 12:00:00,1974,1,8,4,7,5.556,0
1974-01-09 12:00:00,1974,1,9,0,7,3.944,0.508
1974-01-10 12:00:00,1974,1,10,2,6,4.444,1.016
1974-01-11 12:00:00,1974,1,11,2,12,6.278,3.048
1974-01-12 12:00:00,1974,1,12,1,11,5.889,1.016
1974-01-13 12:00:00,1974,1,13,6,13,8.556,1.27
1974-01-14 12:00:00,1974,1,14,7,10,8.944,3.048
1974-01-15 12:00:00,1974,1,15,10,13,11.833,0.254
1974-01-16 12:00:00,1974,1,16,5,13,9.056,0
1974-01-17 12:00:00,1974,1,17,3,8,6.278,3.556
1974-01-18 12:00:00,1974,1,18,6,10,8.611,14.986
1974-01-19 12:00:00,1974,1,19,7,10,8.333,0.762
1974-01-20 12:00:00,1974,1,20,2,8,6.611,0
1974-01-21 12:00:00,1974,1,21,-1,5,2.667,0
1974-01-22 12:00:00,1974,1,22,0,4,1.611,0
1974-01-23 12:00:00,1974,1,23,2,10,7.278,6.096
1974-01-24 12:00:00,1974,1,24,6,9,7.333,1.016
1974-01-25 12:00:00,1974,1,25,5,9,6.5,0
1974-01-26 12:00:00,1974,1,26,0,5,2.667,0
1974-01-27 12:00:00,1974,1,27,-1,9,4.444,0.508
1974-01-28 12:00:00,1974,1,28,-2,7,3.889,2.032
1974-01-29 12:00:00,1974,1,29,2,8,5.278,7.874
1974-01-30 12:00:00,1974,1,30,-1,9,3.778,0
1974-01-31 12:00:00,1974,1,31,2,7,4.778,2.032
1974-02-01 12:00:00,1974,2,1,3,12,8.111,0
1974-02-02 12:00:00,1974,2,2,3,10,7.667,0
1974-02-03 12:00:00,1974,2,3,0,8,2.889,0
1974-02-04 12:00:00,1974,2,4,-4,6,0.556,0
1974-02-05 12:00:00,1974,2,5,1,5,2.889,5.334
1974-02-06 12:00:00,1974,2,6,0,6,2.944,14.986
1974-02-07 12:00:00,1974,2,7,0,6,3.222,1.27
1974-02-08 12:00:00,1974,2,8,2,6,3.778,0.508
1974-02-09 12:00:00,1974,2,9,3,12,9.5,13.97
1974-02-10 12:00:00,1974,2,10,7,12,9.944,0.254
1974-02-11 12:00:00,1974,2,11,10,14,12.111,0
1974-02-12 12:00:00,1974,2,12,4,13,8.5,1.016
1974-02-13 12:00:00,1974,2,13,0,10,3.444,0
1974-02-14 12:00:00,1974,2,14,-1,8,3.222,0.254
1974-02-15 12:00:00,1974,2,15,-1,9,4.333,0
1974-02-16 12:00:00,1974,2,16,1,11,5.889,0.508
1974-02-17 12:00:00,1974,2,17,1,12,5.444,0
1974-02-18 12:00:00,1974,2,18,3,8,5.111,0
1974-02-19 12:00:00,1974,2,19,3,5,3.889,0
1974-02-20 12:00:00,1974,2,20,-3,6,2.389,0
1974-02-21 12:00:00,1974,2,21,-4,8,2.722,0
1974-02-22 12:00:00,1974,2,22,5,7,5.833,3.048
1974-02-23 12:00:00,1974,2,23,3,8,4.444,1.016
1974-02-24 12:00:00,1974,2,24,-3,8,2.056,0.254
1974-02-25 12:00:00,1974,2,25,-4,6,0.667,0
1974-02-26 12:00:00,1974,2,26,-3,5,1.056,0
1974-02-27 12:00:00,1974,2,27,-2,2,0.333,0
1974-02-28 12:00:00,1974,2,28,-5,7,0.889,0
1974-03-01 12:00:00,1974,3,1,-3,6,1.722,0
1974-03-02 12:00:00,1974,3,2,0,4,1.944,7.874
1974-03-03 12:00:00,1974,3,3,-4,7,1,0
1974-03-04 12:00:00,1974,3,4,-3,7,2.056,0
1974-03-05 12:00:00,1974,3,5,0,2,1.389,6.096
1974-03-06 12:00:00,1974,3,6,0,7,3.556,0
1974-03-07 12:00:00,1974,3,7,0,4,3.056,0
1974-03-08 12:00:00,1974,3,8,-2,5,2,0.254
1974-03-09 12:00:00,1974,3,9,0,6,2.667,0
1974-03-10 12:00:00,1974,3,10,-1,10,4.556,0
1974-03-11 12:00:00,1974,3,11,0,10,5,0
1974-03-12 12:00:00,1974,3,12,4,8,5.944,7.112
1974-03-13 12:00:00,1974,3,13,-1,9,3.778,6.096
1974-03-14 12:00:00,1974,3,14,2,5,3.5,4.064
1974-03-15 12:00:00,1974,3,15,1,7,5.056,0.508
1974-03-16 12:00:00,1974,3,16,2,11,8.167,6.096
1974-03-17 12:00:00,1974,3,17,7,13,9.722,3.302
1974-03-18 12:00:00,1974,3,18,7,14,10.778,3.048
1974-03-19 12:00:00,1974,3,19,4,11,7.778,0
1974-03-20 12:00:00,1974,3,20,6,13,9.389,2.54
1974-03-21 12:00:00,1974,3,21,7,14,9.556,4.064
1974-03-22 12:00:00,1974,3,22,2,16,9,0
1974-03-23 12:00:00,1974,3,23,3,16,10,0
