"YEARMODA","DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","Tmax_source","Tmin_source","no_Tmin","no_Tmax"
19900101,1990-01-01 12:00:00,"1990-01-01 12:00:00",1990,1,1,-2,-1,-1.5,NA,NA,NA,FALSE,FALSE
19900102,1990-01-02 12:00:00,"1990-01-02 12:00:00",1990,1,2,-2,-1,-1.056,NA,NA,NA,FALSE,FALSE
19900103,1990-01-03 12:00:00,"1990-01-03 12:00:00",1990,1,3,-3,0,-1.167,0,NA,NA,FALSE,FALSE
19900104,1990-01-04 12:00:00,"1990-01-04 12:00:00",1990,1,4,-3,0,-1.778,NA,NA,NA,FALSE,FALSE
19900105,1990-01-05 12:00:00,"1990-01-05 12:00:00",1990,1,5,1.722,3,2.333,NA,NA,NA,FALSE,FALSE
19900106,1990-01-06 12:00:00,"1990-01-06 12:00:00",1990,1,6,-1,3,1.389,NA,NA,NA,FALSE,FALSE
19900107,1990-01-07 12:00:00,"1990-01-07 12:00:00",1990,1,7,-1,4,1.056,NA,NA,NA,FALSE,FALSE
19900108,1990-01-08 12:00:00,"1990-01-08 12:00:00",1990,1,8,-2,7,1.944,NA,NA,NA,FALSE,FALSE
19900109,1990-01-09 12:00:00,"1990-01-09 12:00:00",1990,1,9,-0.722,7,3.5,NA,NA,NA,FALSE,FALSE
19900110,1990-01-10 12:00:00,"1990-01-10 12:00:00",1990,1,10,2,7,5.278,NA,NA,NA,FALSE,FALSE
19900111,1990-01-11 12:00:00,"1990-01-11 12:00:00",1990,1,11,6,7.889,6.389,NA,NA,NA,FALSE,FALSE
19900112,1990-01-12 12:00:00,"1990-01-12 12:00:00",1990,1,12,4,8,6.444,0,NA,NA,FALSE,FALSE
19900113,1990-01-13 12:00:00,"1990-01-13 12:00:00",1990,1,13,2.4303154185022,6.49838263036127,NA,NA,"daily_MEIERWIK","daily_SCHLESWIG",FALSE,FALSE
19900114,1990-01-14 12:00:00,"1990-01-14 12:00:00",1990,1,14,-0.958684581497797,3.49838263036127,NA,NA,"daily_MEIERWIK","daily_SCHLESWIG",FALSE,FALSE
19900115,1990-01-15 12:00:00,"1990-01-15 12:00:00",1990,1,15,0.111,9,6.556,NA,NA,NA,FALSE,FALSE
19900116,1990-01-16 12:00:00,"1990-01-16 12:00:00",1990,1,16,7,10,9,NA,NA,NA,FALSE,FALSE
19900117,1990-01-17 12:00:00,"1990-01-17 12:00:00",1990,1,17,5,9,7.5,NA,NA,NA,FALSE,FALSE
19900118,1990-01-18 12:00:00,"1990-01-18 12:00:00",1990,1,18,3,5,3.833,NA,NA,NA,FALSE,FALSE
19900119,1990-01-19 12:00:00,"1990-01-19 12:00:00",1990,1,19,2,6,4.722,NA,NA,NA,FALSE,FALSE
19900120,1990-01-20 12:00:00,"1990-01-20 12:00:00",1990,1,20,4,7,5.611,NA,NA,NA,FALSE,FALSE
19900121,1990-01-21 12:00:00,"1990-01-21 12:00:00",1990,1,21,6.278,9,7.889,NA,NA,NA,FALSE,FALSE
19900122,1990-01-22 12:00:00,"1990-01-22 12:00:00",1990,1,22,7.889,9,8.278,NA,NA,NA,FALSE,FALSE
19900123,1990-01-23 12:00:00,"1990-01-23 12:00:00",1990,1,23,7,9,8.222,NA,NA,NA,FALSE,FALSE
19900124,1990-01-24 12:00:00,"1990-01-24 12:00:00",1990,1,24,1,6.611,3.333,NA,NA,NA,FALSE,FALSE
19900125,1990-01-25 12:00:00,"1990-01-25 12:00:00",1990,1,25,1.389,10,4.944,NA,NA,NA,FALSE,FALSE
19900126,1990-01-26 12:00:00,"1990-01-26 12:00:00",1990,1,26,3,6,4.222,NA,NA,NA,FALSE,FALSE
19900127,1990-01-27 12:00:00,"1990-01-27 12:00:00",1990,1,27,1.722,5,3.611,0,NA,NA,FALSE,FALSE
19900128,1990-01-28 12:00:00,"1990-01-28 12:00:00",1990,1,28,3.278,9,5.889,NA,NA,NA,FALSE,FALSE
19900129,1990-01-29 12:00:00,"1990-01-29 12:00:00",1990,1,29,2,6,4.389,NA,NA,NA,FALSE,FALSE
19900130,1990-01-30 12:00:00,"1990-01-30 12:00:00",1990,1,30,3,8,5.278,NA,NA,NA,FALSE,FALSE
19900131,1990-01-31 12:00:00,"1990-01-31 12:00:00",1990,1,31,7,11,9.167,NA,NA,NA,FALSE,FALSE
19900201,1990-02-01 12:00:00,"1990-02-01 12:00:00",1990,2,1,6,10,8.222,0,NA,NA,FALSE,FALSE
19900202,1990-02-02 12:00:00,"1990-02-02 12:00:00",1990,2,2,4.778,9,6.278,NA,NA,NA,FALSE,FALSE
19900203,1990-02-03 12:00:00,"1990-02-03 12:00:00",1990,2,3,4.889,7,6,NA,NA,NA,FALSE,FALSE
19900204,1990-02-04 12:00:00,"1990-02-04 12:00:00",1990,2,4,4,8,6.5,NA,NA,NA,FALSE,FALSE
19900205,1990-02-05 12:00:00,"1990-02-05 12:00:00",1990,2,5,5,10,7,0,NA,NA,FALSE,FALSE
19900206,1990-02-06 12:00:00,"1990-02-06 12:00:00",1990,2,6,1.889,11,6.278,0,NA,NA,FALSE,FALSE
19900207,1990-02-07 12:00:00,"1990-02-07 12:00:00",1990,2,7,6,12,8.889,NA,NA,NA,FALSE,FALSE
19900208,1990-02-08 12:00:00,"1990-02-08 12:00:00",1990,2,8,5,13,8.889,NA,NA,NA,FALSE,FALSE
19900209,1990-02-09 12:00:00,"1990-02-09 12:00:00",1990,2,9,4.722,8,6.111,NA,NA,NA,FALSE,FALSE
19900210,1990-02-10 12:00:00,"1990-02-10 12:00:00",1990,2,10,3,8,5.833,NA,NA,NA,FALSE,FALSE
19900211,1990-02-11 12:00:00,"1990-02-11 12:00:00",1990,2,11,3,7,4.722,NA,NA,NA,FALSE,FALSE
19900212,1990-02-12 12:00:00,"1990-02-12 12:00:00",1990,2,12,1,5,2.667,NA,NA,NA,FALSE,FALSE
19900213,1990-02-13 12:00:00,"1990-02-13 12:00:00",1990,2,13,2,4,2.556,NA,NA,NA,FALSE,FALSE
19900214,1990-02-14 12:00:00,"1990-02-14 12:00:00",1990,2,14,-3,2,0.611,NA,NA,NA,FALSE,FALSE
19900215,1990-02-15 12:00:00,"1990-02-15 12:00:00",1990,2,15,-4,1,-0.778,NA,NA,NA,FALSE,FALSE
19900216,1990-02-16 12:00:00,"1990-02-16 12:00:00",1990,2,16,0,4,1.444,NA,NA,NA,FALSE,FALSE
19900217,1990-02-17 12:00:00,"1990-02-17 12:00:00",1990,2,17,1,6,3.222,NA,NA,NA,FALSE,FALSE
19900218,1990-02-18 12:00:00,"1990-02-18 12:00:00",1990,2,18,2,9,5.444,NA,NA,NA,FALSE,FALSE
19900219,1990-02-19 12:00:00,"1990-02-19 12:00:00",1990,2,19,2.389,12,7.278,NA,NA,NA,FALSE,FALSE
19900220,1990-02-20 12:00:00,"1990-02-20 12:00:00",1990,2,20,11,14,12.278,NA,NA,NA,FALSE,FALSE
19900221,1990-02-21 12:00:00,"1990-02-21 12:00:00",1990,2,21,6,14,10,NA,NA,NA,FALSE,FALSE
19900222,1990-02-22 12:00:00,"1990-02-22 12:00:00",1990,2,22,2,11,6.222,0,NA,NA,FALSE,FALSE
19900223,1990-02-23 12:00:00,"1990-02-23 12:00:00",1990,2,23,1.722,12,6.278,0,NA,NA,FALSE,FALSE
19900224,1990-02-24 12:00:00,"1990-02-24 12:00:00",1990,2,24,6,15,9.667,0,NA,NA,FALSE,FALSE
19900225,1990-02-25 12:00:00,"1990-02-25 12:00:00",1990,2,25,7,12.5,8.722,NA,NA,NA,FALSE,FALSE
19900226,1990-02-26 12:00:00,"1990-02-26 12:00:00",1990,2,26,2,10,6.611,NA,NA,NA,FALSE,FALSE
19900227,1990-02-27 12:00:00,"1990-02-27 12:00:00",1990,2,27,2,6,4,NA,NA,NA,FALSE,FALSE
19900228,1990-02-28 12:00:00,"1990-02-28 12:00:00",1990,2,28,3,6,4.222,NA,NA,NA,FALSE,FALSE
19900301,1990-03-01 12:00:00,"1990-03-01 12:00:00",1990,3,1,1,4,3,NA,NA,NA,FALSE,FALSE
19900302,1990-03-02 12:00:00,"1990-03-02 12:00:00",1990,3,2,-1,5,2.222,NA,NA,NA,FALSE,FALSE
19900303,1990-03-03 12:00:00,"1990-03-03 12:00:00",1990,3,3,-1,7,3.611,NA,NA,NA,FALSE,FALSE
19900304,1990-03-04 12:00:00,"1990-03-04 12:00:00",1990,3,4,4,9,5.889,NA,NA,NA,FALSE,FALSE
19900305,1990-03-05 12:00:00,"1990-03-05 12:00:00",1990,3,5,6,8,7,NA,NA,NA,FALSE,FALSE
19900306,1990-03-06 12:00:00,"1990-03-06 12:00:00",1990,3,6,4,7.222,6.722,NA,NA,NA,FALSE,FALSE
19900307,1990-03-07 12:00:00,"1990-03-07 12:00:00",1990,3,7,4,9,7.278,NA,NA,NA,FALSE,FALSE
19900308,1990-03-08 12:00:00,"1990-03-08 12:00:00",1990,3,8,6,8.5,7.611,NA,NA,NA,FALSE,FALSE
19900309,1990-03-09 12:00:00,"1990-03-09 12:00:00",1990,3,9,3,7,5.5,NA,NA,NA,FALSE,FALSE
19900310,1990-03-10 12:00:00,"1990-03-10 12:00:00",1990,3,10,1,9,5.278,NA,NA,NA,FALSE,FALSE
19900311,1990-03-11 12:00:00,"1990-03-11 12:00:00",1990,3,11,6,10,8.667,NA,NA,NA,FALSE,FALSE
19900312,1990-03-12 12:00:00,"1990-03-12 12:00:00",1990,3,12,3,9,6.444,0,NA,NA,FALSE,FALSE
19900313,1990-03-13 12:00:00,"1990-03-13 12:00:00",1990,3,13,0.778,9,4.222,NA,NA,NA,FALSE,FALSE
19900314,1990-03-14 12:00:00,"1990-03-14 12:00:00",1990,3,14,3.722,9,5.389,NA,NA,NA,FALSE,FALSE
19900315,1990-03-15 12:00:00,"1990-03-15 12:00:00",1990,3,15,2,12,6.889,0,NA,NA,FALSE,FALSE
19900316,1990-03-16 12:00:00,"1990-03-16 12:00:00",1990,3,16,3.611,12,7.389,0,NA,NA,FALSE,FALSE
19900317,1990-03-17 12:00:00,"1990-03-17 12:00:00",1990,3,17,2,18,8.056,0,NA,NA,FALSE,FALSE
19900318,1990-03-18 12:00:00,"1990-03-18 12:00:00",1990,3,18,4,20,10.5,0,NA,NA,FALSE,FALSE
19900319,1990-03-19 12:00:00,"1990-03-19 12:00:00",1990,3,19,7,15,10.278,NA,NA,NA,FALSE,FALSE
19900320,1990-03-20 12:00:00,"1990-03-20 12:00:00",1990,3,20,4,11,7.556,NA,NA,NA,FALSE,FALSE
19900321,1990-03-21 12:00:00,"1990-03-21 12:00:00",1990,3,21,4.778,12,9.222,NA,NA,NA,FALSE,FALSE
19900322,1990-03-22 12:00:00,"1990-03-22 12:00:00",1990,3,22,6,11,8.5,NA,NA,NA,FALSE,FALSE
19900323,1990-03-23 12:00:00,"1990-03-23 12:00:00",1990,3,23,6,10,7.944,0,NA,NA,FALSE,FALSE
19900324,1990-03-24 12:00:00,"1990-03-24 12:00:00",1990,3,24,4,10,7.222,NA,NA,NA,FALSE,FALSE
19900325,1990-03-25 12:00:00,"1990-03-25 12:00:00",1990,3,25,2,9,5.389,NA,NA,NA,FALSE,FALSE
19900326,1990-03-26 12:00:00,"1990-03-26 12:00:00",1990,3,26,0,10,4.889,0,NA,NA,FALSE,FALSE
19900327,1990-03-27 12:00:00,"1990-03-27 12:00:00",1990,3,27,-2,8,3.111,0,NA,NA,FALSE,FALSE
19900328,1990-03-28 12:00:00,"1990-03-28 12:00:00",1990,3,28,-2,8,3.333,0,NA,NA,FALSE,FALSE
19900329,1990-03-29 12:00:00,"1990-03-29 12:00:00",1990,3,29,-1,10,5.333,0,NA,NA,FALSE,FALSE
19900330,1990-03-30 12:00:00,"1990-03-30 12:00:00",1990,3,30,5.111,11,8.278,0,NA,NA,FALSE,FALSE
19900331,1990-03-31 12:00:00,"1990-03-31 12:00:00",1990,3,31,3,16,10.556,0,NA,NA,FALSE,FALSE
19900401,1990-04-01 12:00:00,"1990-04-01 12:00:00",1990,4,1,1.778,18,9.556,0,NA,NA,FALSE,FALSE
19900402,1990-04-02 12:00:00,"1990-04-02 12:00:00",1990,4,2,3.278,19,11.111,0,NA,NA,FALSE,FALSE
19900403,1990-04-03 12:00:00,"1990-04-03 12:00:00",1990,4,3,3.611,10,7.889,NA,NA,NA,FALSE,FALSE
19900404,1990-04-04 12:00:00,"1990-04-04 12:00:00",1990,4,4,0,7,3.722,NA,NA,NA,FALSE,FALSE
19900405,1990-04-05 12:00:00,"1990-04-05 12:00:00",1990,4,5,-2,8,2.444,0,NA,NA,FALSE,FALSE
19900406,1990-04-06 12:00:00,"1990-04-06 12:00:00",1990,4,6,-3,11,3.222,0,NA,NA,FALSE,FALSE
19900407,1990-04-07 12:00:00,"1990-04-07 12:00:00",1990,4,7,-3,9,4.333,NA,NA,NA,FALSE,FALSE
19900408,1990-04-08 12:00:00,"1990-04-08 12:00:00",1990,4,8,-3,8,3.056,0,NA,NA,FALSE,FALSE
19900409,1990-04-09 12:00:00,"1990-04-09 12:00:00",1990,4,9,-5,8,1.778,0,NA,NA,FALSE,FALSE
19900410,1990-04-10 12:00:00,"1990-04-10 12:00:00",1990,4,10,-4,8,3.611,NA,NA,NA,FALSE,FALSE
19900411,1990-04-11 12:00:00,"1990-04-11 12:00:00",1990,4,11,4,11,7.444,NA,NA,NA,FALSE,FALSE
19900412,1990-04-12 12:00:00,"1990-04-12 12:00:00",1990,4,12,1,13,7.556,NA,NA,NA,FALSE,FALSE
19900413,1990-04-13 12:00:00,"1990-04-13 12:00:00",1990,4,13,8,13,9.333,NA,NA,NA,FALSE,FALSE
19900414,1990-04-14 12:00:00,"1990-04-14 12:00:00",1990,4,14,3,13,7.889,NA,NA,NA,FALSE,FALSE
19900415,1990-04-15 12:00:00,"1990-04-15 12:00:00",1990,4,15,3,7,5.278,NA,NA,NA,FALSE,FALSE
19900416,1990-04-16 12:00:00,"1990-04-16 12:00:00",1990,4,16,2,12,5.833,NA,NA,NA,FALSE,FALSE
19900417,1990-04-17 12:00:00,"1990-04-17 12:00:00",1990,4,17,1,8,4.444,NA,NA,NA,FALSE,FALSE
19900418,1990-04-18 12:00:00,"1990-04-18 12:00:00",1990,4,18,-1,11,5.056,0,NA,NA,FALSE,FALSE
19900419,1990-04-19 12:00:00,"1990-04-19 12:00:00",1990,4,19,3.278,11,6.944,NA,NA,NA,FALSE,FALSE
19900420,1990-04-20 12:00:00,"1990-04-20 12:00:00",1990,4,20,6.889,14,9.556,NA,NA,NA,FALSE,FALSE
19900421,1990-04-21 12:00:00,"1990-04-21 12:00:00",1990,4,21,7.611,16,10.611,0,NA,NA,FALSE,FALSE
19900422,1990-04-22 12:00:00,"1990-04-22 12:00:00",1990,4,22,7,15,10.611,0,NA,NA,FALSE,FALSE
19900423,1990-04-23 12:00:00,"1990-04-23 12:00:00",1990,4,23,7,15,10.556,0,NA,NA,FALSE,FALSE
19900424,1990-04-24 12:00:00,"1990-04-24 12:00:00",1990,4,24,7.611,17,12.111,NA,NA,NA,FALSE,FALSE
19900425,1990-04-25 12:00:00,"1990-04-25 12:00:00",1990,4,25,5,17,12.111,0,NA,NA,FALSE,FALSE
19900426,1990-04-26 12:00:00,"1990-04-26 12:00:00",1990,4,26,3.778,17,10.278,NA,NA,NA,FALSE,FALSE
19900427,1990-04-27 12:00:00,"1990-04-27 12:00:00",1990,4,27,4,9.389,6.889,NA,NA,NA,FALSE,FALSE
19900428,1990-04-28 12:00:00,"1990-04-28 12:00:00",1990,4,28,3,11,7.333,NA,NA,NA,FALSE,FALSE
19900429,1990-04-29 12:00:00,"1990-04-29 12:00:00",1990,4,29,4.5,14,10.056,0,NA,NA,FALSE,FALSE
19900430,1990-04-30 12:00:00,"1990-04-30 12:00:00",1990,4,30,6,18,11.778,0,NA,NA,FALSE,FALSE
19900501,1990-05-01 12:00:00,"1990-05-01 12:00:00",1990,5,1,4,22,13.444,0,NA,NA,FALSE,FALSE
19900502,1990-05-02 12:00:00,"1990-05-02 12:00:00",1990,5,2,8,23,15.222,0,NA,NA,FALSE,FALSE
19900503,1990-05-03 12:00:00,"1990-05-03 12:00:00",1990,5,3,8,23,16.111,0,NA,NA,FALSE,FALSE
19900504,1990-05-04 12:00:00,"1990-05-04 12:00:00",1990,5,4,9,25,16.944,0,NA,NA,FALSE,FALSE
19900505,1990-05-05 12:00:00,"1990-05-05 12:00:00",1990,5,5,10,25,17.889,0,NA,NA,FALSE,FALSE
19900506,1990-05-06 12:00:00,"1990-05-06 12:00:00",1990,5,6,10.889,26,18.333,0,NA,NA,FALSE,FALSE
19900507,1990-05-07 12:00:00,"1990-05-07 12:00:00",1990,5,7,11,28,19.333,0,NA,NA,FALSE,FALSE
19900508,1990-05-08 12:00:00,"1990-05-08 12:00:00",1990,5,8,10.778,21,15.056,NA,NA,NA,FALSE,FALSE
19900509,1990-05-09 12:00:00,"1990-05-09 12:00:00",1990,5,9,11,22,15.222,NA,NA,NA,FALSE,FALSE
19900510,1990-05-10 12:00:00,"1990-05-10 12:00:00",1990,5,10,9,21,15,NA,NA,NA,FALSE,FALSE
19900511,1990-05-11 12:00:00,"1990-05-11 12:00:00",1990,5,11,7,16,12.167,NA,NA,NA,FALSE,FALSE
19900512,1990-05-12 12:00:00,"1990-05-12 12:00:00",1990,5,12,7,14,10.944,NA,NA,NA,FALSE,FALSE
19900513,1990-05-13 12:00:00,"1990-05-13 12:00:00",1990,5,13,8,15,10.722,NA,NA,NA,FALSE,FALSE
19900514,1990-05-14 12:00:00,"1990-05-14 12:00:00",1990,5,14,8.389,13,11.111,NA,NA,NA,FALSE,FALSE
19900515,1990-05-15 12:00:00,"1990-05-15 12:00:00",1990,5,15,9,15,12.278,0,NA,NA,FALSE,FALSE
19900516,1990-05-16 12:00:00,"1990-05-16 12:00:00",1990,5,16,10.5,14,11.833,0,NA,NA,FALSE,FALSE
19900517,1990-05-17 12:00:00,"1990-05-17 12:00:00",1990,5,17,8.889,13,10.667,NA,NA,NA,FALSE,FALSE
19900518,1990-05-18 12:00:00,"1990-05-18 12:00:00",1990,5,18,7,15,10.5,NA,NA,NA,FALSE,FALSE
19900519,1990-05-19 12:00:00,"1990-05-19 12:00:00",1990,5,19,6,15,10.889,0,NA,NA,FALSE,FALSE
19900520,1990-05-20 12:00:00,"1990-05-20 12:00:00",1990,5,20,5,16,12.056,0,NA,NA,FALSE,FALSE
19900521,1990-05-21 12:00:00,"1990-05-21 12:00:00",1990,5,21,6,18,12.444,0,NA,NA,FALSE,FALSE
19900522,1990-05-22 12:00:00,"1990-05-22 12:00:00",1990,5,22,5,9,6.333,0,NA,NA,FALSE,FALSE
19900523,1990-05-23 12:00:00,"1990-05-23 12:00:00",1990,5,23,6.2633154185022,16.1007517724369,NA,NA,"daily_SCHLESWIG","daily_SCHLESWIG",FALSE,FALSE
19900524,1990-05-24 12:00:00,"1990-05-24 12:00:00",1990,5,24,6.0413154185022,16.4897517724369,NA,NA,"daily_SCHLESWIG","daily_SCHLESWIG",FALSE,FALSE
19900525,1990-05-25 12:00:00,"1990-05-25 12:00:00",1990,5,25,4.3193154185022,15.3787517724369,NA,NA,"daily_SCHLESWIG","daily_SCHLESWIG",FALSE,FALSE
19900526,1990-05-26 12:00:00,"1990-05-26 12:00:00",1990,5,26,4.2633154185022,13.3787517724369,NA,NA,"daily_SCHLESWIG","daily_SCHLESWIG",FALSE,FALSE
19900527,1990-05-27 12:00:00,"1990-05-27 12:00:00",1990,5,27,3.5413154185022,13.4897517724369,NA,NA,"daily_SCHLESWIG","daily_SCHLESWIG",FALSE,FALSE
19900528,1990-05-28 12:00:00,"1990-05-28 12:00:00",1990,5,28,2.8193154185022,15.7117517724369,NA,NA,"daily_SCHLESWIG","daily_SCHLESWIG",FALSE,FALSE
19900529,1990-05-29 12:00:00,"1990-05-29 12:00:00",1990,5,29,6,16,12.167,0,NA,NA,FALSE,FALSE
19900530,1990-05-30 12:00:00,"1990-05-30 12:00:00",1990,5,30,2.611,16,11.278,NA,NA,NA,FALSE,FALSE
19900531,1990-05-31 12:00:00,"1990-05-31 12:00:00",1990,5,31,9.889,20,14.111,0,NA,NA,FALSE,FALSE
19900601,1990-06-01 12:00:00,"1990-06-01 12:00:00",1990,6,1,6,22,14.944,0,NA,NA,FALSE,FALSE
19900602,1990-06-02 12:00:00,"1990-06-02 12:00:00",1990,6,2,10,17,13.944,NA,NA,NA,FALSE,FALSE
19900603,1990-06-03 12:00:00,"1990-06-03 12:00:00",1990,6,3,9.778,16,12.611,NA,NA,NA,FALSE,FALSE
19900604,1990-06-04 12:00:00,"1990-06-04 12:00:00",1990,6,4,11,15,12.667,NA,NA,NA,FALSE,FALSE
19900605,1990-06-05 12:00:00,"1990-06-05 12:00:00",1990,6,5,9,18,13.611,NA,NA,NA,FALSE,FALSE
19900606,1990-06-06 12:00:00,"1990-06-06 12:00:00",1990,6,6,6.5,21,14.5,0,NA,NA,FALSE,FALSE
19900607,1990-06-07 12:00:00,"1990-06-07 12:00:00",1990,6,7,11.722,17,13.833,NA,NA,NA,FALSE,FALSE
19900608,1990-06-08 12:00:00,"1990-06-08 12:00:00",1990,6,8,10,15,12.278,NA,NA,NA,FALSE,FALSE
19900609,1990-06-09 12:00:00,"1990-06-09 12:00:00",1990,6,9,8,13,11.389,1.524,NA,NA,FALSE,FALSE
19900610,1990-06-10 12:00:00,"1990-06-10 12:00:00",1990,6,10,10,20,15.278,0,NA,NA,FALSE,FALSE
19900611,1990-06-11 12:00:00,"1990-06-11 12:00:00",1990,6,11,10,20,14.778,0,NA,NA,FALSE,FALSE
19900612,1990-06-12 12:00:00,"1990-06-12 12:00:00",1990,6,12,11,16,13.5,0,NA,NA,FALSE,FALSE
19900613,1990-06-13 12:00:00,"1990-06-13 12:00:00",1990,6,13,11.611,14,12.944,0,NA,NA,FALSE,FALSE
19900614,1990-06-14 12:00:00,"1990-06-14 12:00:00",1990,6,14,11,15,13,NA,NA,NA,FALSE,FALSE
19900615,1990-06-15 12:00:00,"1990-06-15 12:00:00",1990,6,15,11,13,12.222,NA,NA,NA,FALSE,FALSE
19900616,1990-06-16 12:00:00,"1990-06-16 12:00:00",1990,6,16,11,17,13.444,0,NA,NA,FALSE,FALSE
19900617,1990-06-17 12:00:00,"1990-06-17 12:00:00",1990,6,17,10,16,13.278,NA,NA,NA,FALSE,FALSE
19900618,1990-06-18 12:00:00,"1990-06-18 12:00:00",1990,6,18,7.889,21,14.944,0,NA,NA,FALSE,FALSE
19900619,1990-06-19 12:00:00,"1990-06-19 12:00:00",1990,6,19,13,23,17.167,NA,NA,NA,FALSE,FALSE
19900620,1990-06-20 12:00:00,"1990-06-20 12:00:00",1990,6,20,14,19,16.222,NA,NA,NA,FALSE,FALSE
19900621,1990-06-21 12:00:00,"1990-06-21 12:00:00",1990,6,21,13.7633154185022,18.9897517724369,NA,NA,"daily_SCHLESWIG","daily_SCHLESWIG",FALSE,FALSE
19900622,1990-06-22 12:00:00,"1990-06-22 12:00:00",1990,6,22,12,18,14.556,NA,NA,NA,FALSE,FALSE
19900623,1990-06-23 12:00:00,"1990-06-23 12:00:00",1990,6,23,11,18,14.222,NA,NA,NA,FALSE,FALSE
19900624,1990-06-24 12:00:00,"1990-06-24 12:00:00",1990,6,24,11,19,15,NA,NA,NA,FALSE,FALSE
19900625,1990-06-25 12:00:00,"1990-06-25 12:00:00",1990,6,25,12,18,15.556,NA,NA,NA,FALSE,FALSE
19900626,1990-06-26 12:00:00,"1990-06-26 12:00:00",1990,6,26,15.722,23,18.722,NA,NA,NA,FALSE,FALSE
19900627,1990-06-27 12:00:00,"1990-06-27 12:00:00",1990,6,27,16.389,19,17.889,NA,NA,NA,FALSE,FALSE
19900628,1990-06-28 12:00:00,"1990-06-28 12:00:00",1990,6,28,10,20,16.556,NA,NA,NA,FALSE,FALSE
19900629,1990-06-29 12:00:00,"1990-06-29 12:00:00",1990,6,29,7,22,15.611,0,NA,NA,FALSE,FALSE
19900630,1990-06-30 12:00:00,"1990-06-30 12:00:00",1990,6,30,12,21,17.167,NA,NA,NA,FALSE,FALSE
19900701,1990-07-01 12:00:00,"1990-07-01 12:00:00",1990,7,1,13,21,17,NA,NA,NA,FALSE,FALSE
19900702,1990-07-02 12:00:00,"1990-07-02 12:00:00",1990,7,2,8.889,16,13.389,NA,NA,NA,FALSE,FALSE
19900703,1990-07-03 12:00:00,"1990-07-03 12:00:00",1990,7,3,7,16,12.056,NA,NA,NA,FALSE,FALSE
19900704,1990-07-04 12:00:00,"1990-07-04 12:00:00",1990,7,4,6,19,13.944,NA,NA,NA,FALSE,FALSE
19900705,1990-07-05 12:00:00,"1990-07-05 12:00:00",1990,7,5,11,17,14.833,NA,NA,NA,FALSE,FALSE
19900706,1990-07-06 12:00:00,"1990-07-06 12:00:00",1990,7,6,12,15,13.722,NA,NA,NA,FALSE,FALSE
19900707,1990-07-07 12:00:00,"1990-07-07 12:00:00",1990,7,7,11.722,17,14.167,NA,NA,NA,FALSE,FALSE
19900708,1990-07-08 12:00:00,"1990-07-08 12:00:00",1990,7,8,13.5,18,15.667,NA,NA,NA,FALSE,FALSE
19900709,1990-07-09 12:00:00,"1990-07-09 12:00:00",1990,7,9,12,17,15.333,NA,NA,NA,FALSE,FALSE
19900710,1990-07-10 12:00:00,"1990-07-10 12:00:00",1990,7,10,10.889,17,13.667,NA,NA,NA,FALSE,FALSE
19900711,1990-07-11 12:00:00,"1990-07-11 12:00:00",1990,7,11,13,19,15.556,NA,NA,NA,FALSE,FALSE
19900712,1990-07-12 12:00:00,"1990-07-12 12:00:00",1990,7,12,11,20,16.111,0,NA,NA,FALSE,FALSE
19900713,1990-07-13 12:00:00,"1990-07-13 12:00:00",1990,7,13,9,17,13.222,NA,NA,NA,FALSE,FALSE
19900714,1990-07-14 12:00:00,"1990-07-14 12:00:00",1990,7,14,7,23,15.056,0,NA,NA,FALSE,FALSE
19900715,1990-07-15 12:00:00,"1990-07-15 12:00:00",1990,7,15,10,22,16.333,0,NA,NA,FALSE,FALSE
19900716,1990-07-16 12:00:00,"1990-07-16 12:00:00",1990,7,16,7.611,20,15.111,NA,NA,NA,FALSE,FALSE
19900717,1990-07-17 12:00:00,"1990-07-17 12:00:00",1990,7,17,11,20,15.222,NA,NA,NA,FALSE,FALSE
19900718,1990-07-18 12:00:00,"1990-07-18 12:00:00",1990,7,18,14,17,15,NA,NA,NA,FALSE,FALSE
19900719,1990-07-19 12:00:00,"1990-07-19 12:00:00",1990,7,19,11,20,15.611,0,NA,NA,FALSE,FALSE
19900720,1990-07-20 12:00:00,"1990-07-20 12:00:00",1990,7,20,10,24,17.556,0,NA,NA,FALSE,FALSE
19900721,1990-07-21 12:00:00,"1990-07-21 12:00:00",1990,7,21,12,19,15.389,0,NA,NA,FALSE,FALSE
19900722,1990-07-22 12:00:00,"1990-07-22 12:00:00",1990,7,22,11,19,15.056,0,NA,NA,FALSE,FALSE
19900723,1990-07-23 12:00:00,"1990-07-23 12:00:00",1990,7,23,10,19,14,NA,NA,NA,FALSE,FALSE
19900724,1990-07-24 12:00:00,"1990-07-24 12:00:00",1990,7,24,10.778,19,15.333,0,NA,NA,FALSE,FALSE
19900725,1990-07-25 12:00:00,"1990-07-25 12:00:00",1990,7,25,13,23,18.111,0,NA,NA,FALSE,FALSE
19900726,1990-07-26 12:00:00,"1990-07-26 12:00:00",1990,7,26,11,23,18.167,0,NA,NA,FALSE,FALSE
19900727,1990-07-27 12:00:00,"1990-07-27 12:00:00",1990,7,27,13,23,18.333,0,NA,NA,FALSE,FALSE
19900728,1990-07-28 12:00:00,"1990-07-28 12:00:00",1990,7,28,12,30,21.778,0,NA,NA,FALSE,FALSE
