"YEARMODA","DATE","Date","Year","Month","Day","Tmin","Tmax","Tmean","Prec","Tmax_source","Tmin_source","no_Tmin","no_Tmax"
19930419,1993-04-19 12:00:00,"1993-04-19 12:00:00",1993,4,19,0,10.222,5.889,6.096,NA,NA,FALSE,FALSE
19930420,1993-04-20 12:00:00,"1993-04-20 12:00:00",1993,4,20,3,13,7.667,0,NA,NA,FALSE,FALSE
19930421,1993-04-21 12:00:00,"1993-04-21 12:00:00",1993,4,21,4.5,20,11.833,0,NA,NA,FALSE,FALSE
19930422,1993-04-22 12:00:00,"1993-04-22 12:00:00",1993,4,22,2.222,19,12.5,0,NA,NA,FALSE,FALSE
19930423,1993-04-23 12:00:00,"1993-04-23 12:00:00",1993,4,23,8.722,17.611,13.333,2.794,NA,NA,FALSE,FALSE
19930424,1993-04-24 12:00:00,"1993-04-24 12:00:00",1993,4,24,9,22,14.278,0,NA,NA,FALSE,FALSE
19930425,1993-04-25 12:00:00,"1993-04-25 12:00:00",1993,4,25,8,21.389,14.167,0,NA,NA,FALSE,FALSE
19930426,1993-04-26 12:00:00,"1993-04-26 12:00:00",1993,4,26,7.778,24.5,16.056,0,NA,NA,FALSE,FALSE
19930427,1993-04-27 12:00:00,"1993-04-27 12:00:00",1993,4,27,9,25,16.667,0,NA,NA,FALSE,FALSE
19930428,1993-04-28 12:00:00,"1993-04-28 12:00:00",1993,4,28,9.889,23,16.333,0,NA,NA,FALSE,FALSE
19930429,1993-04-29 12:00:00,"1993-04-29 12:00:00",1993,4,29,8.778,18.611,12.056,0,NA,NA,FALSE,FALSE
19930430,1993-04-30 12:00:00,"1993-04-30 12:00:00",1993,4,30,7.778,20.222,12.944,0,NA,NA,FALSE,FALSE
19930501,1993-05-01 12:00:00,"1993-05-01 12:00:00",1993,5,1,8,22.722,14.889,0,NA,NA,FALSE,FALSE
19930502,1993-05-02 12:00:00,"1993-05-02 12:00:00",1993,5,2,7.778,21,13.889,0,NA,NA,FALSE,FALSE
19930503,1993-05-03 12:00:00,"1993-05-03 12:00:00",1993,5,3,3,12,8.611,0,NA,NA,FALSE,FALSE
19930504,1993-05-04 12:00:00,"1993-05-04 12:00:00",1993,5,4,1,11.889,6.833,0,NA,NA,FALSE,FALSE
19930505,1993-05-05 12:00:00,"1993-05-05 12:00:00",1993,5,5,-1.5,13,6.111,0,NA,NA,FALSE,FALSE
19930506,1993-05-06 12:00:00,"1993-05-06 12:00:00",1993,5,6,1,13.111,8.833,0,NA,NA,FALSE,FALSE
19930507,1993-05-07 12:00:00,"1993-05-07 12:00:00",1993,5,7,8,16,11.5,0,NA,NA,FALSE,FALSE
19930508,1993-05-08 12:00:00,"1993-05-08 12:00:00",1993,5,8,7,17,12.111,0,NA,NA,FALSE,FALSE
19930509,1993-05-09 12:00:00,"1993-05-09 12:00:00",1993,5,9,9,22,14.778,0,NA,NA,FALSE,FALSE
19930510,1993-05-10 12:00:00,"1993-05-10 12:00:00",1993,5,10,10,20.222,14.278,0,NA,NA,FALSE,FALSE
19930511,1993-05-11 12:00:00,"1993-05-11 12:00:00",1993,5,11,10,19,13.333,0,NA,NA,FALSE,FALSE
19930512,1993-05-12 12:00:00,"1993-05-12 12:00:00",1993,5,12,10.5,20.222,14.778,0,NA,NA,FALSE,FALSE
19930513,1993-05-13 12:00:00,"1993-05-13 12:00:00",1993,5,13,9,24,16.111,0,NA,NA,FALSE,FALSE
19930514,1993-05-14 12:00:00,"1993-05-14 12:00:00",1993,5,14,6.889,20.5,12.667,0.254,NA,NA,FALSE,FALSE
19930515,1993-05-15 12:00:00,"1993-05-15 12:00:00",1993,5,15,5.389,19.722,11.889,0.254,NA,NA,FALSE,FALSE
19930516,1993-05-16 12:00:00,"1993-05-16 12:00:00",1993,5,16,4.389,16.5,11.111,2.032,NA,NA,FALSE,FALSE
19930517,1993-05-17 12:00:00,"1993-05-17 12:00:00",1993,5,17,7.611,22,15.389,0,NA,NA,FALSE,FALSE
19930518,1993-05-18 12:00:00,"1993-05-18 12:00:00",1993,5,18,12,24,17.167,0,NA,NA,FALSE,FALSE
19930519,1993-05-19 12:00:00,"1993-05-19 12:00:00",1993,5,19,11,26,17.5,NA,NA,NA,FALSE,FALSE
19930520,1993-05-20 12:00:00,"1993-05-20 12:00:00",1993,5,20,13,25,17.889,NA,NA,NA,FALSE,FALSE
19930521,1993-05-21 12:00:00,"1993-05-21 12:00:00",1993,5,21,12,20,15.5,NA,NA,NA,FALSE,FALSE
19930522,1993-05-22 12:00:00,"1993-05-22 12:00:00",1993,5,22,11,12,11.444,NA,NA,NA,FALSE,FALSE
19930523,1993-05-23 12:00:00,"1993-05-23 12:00:00",1993,5,23,11,16,13.278,0,NA,NA,FALSE,FALSE
19930524,1993-05-24 12:00:00,"1993-05-24 12:00:00",1993,5,24,11,21,15.556,0,NA,NA,FALSE,FALSE
19930525,1993-05-25 12:00:00,"1993-05-25 12:00:00",1993,5,25,9,19,14.222,0,NA,NA,FALSE,FALSE
19930526,1993-05-26 12:00:00,"1993-05-26 12:00:00",1993,5,26,9,16.778,13.222,0,NA,NA,FALSE,FALSE
19930527,1993-05-27 12:00:00,"1993-05-27 12:00:00",1993,5,27,8,15,11.389,NA,NA,NA,FALSE,FALSE
19930528,1993-05-28 12:00:00,"1993-05-28 12:00:00",1993,5,28,9,16.722,11.444,0.508,NA,NA,FALSE,FALSE
19930529,1993-05-29 12:00:00,"1993-05-29 12:00:00",1993,5,29,8,15.278,11.167,4.064,NA,NA,FALSE,FALSE
19930530,1993-05-30 12:00:00,"1993-05-30 12:00:00",1993,5,30,7.778,23,13.889,0.508,NA,NA,FALSE,FALSE
19930531,1993-05-31 12:00:00,"1993-05-31 12:00:00",1993,5,31,11.278,16,13.333,16.256,NA,NA,FALSE,FALSE
19930601,1993-06-01 12:00:00,"1993-06-01 12:00:00",1993,6,1,7,16.111,12.944,1.016,NA,NA,FALSE,FALSE
19930602,1993-06-02 12:00:00,"1993-06-02 12:00:00",1993,6,2,4.111,20.222,13.389,0,NA,NA,FALSE,FALSE
19930603,1993-06-03 12:00:00,"1993-06-03 12:00:00",1993,6,3,9,18.278,14.556,0,NA,NA,FALSE,FALSE
19930604,1993-06-04 12:00:00,"1993-06-04 12:00:00",1993,6,4,0.611,22,15.5,0,NA,NA,FALSE,FALSE
19930605,1993-06-05 12:00:00,"1993-06-05 12:00:00",1993,6,5,8.611,23,16.111,0,NA,NA,FALSE,FALSE
19930606,1993-06-06 12:00:00,"1993-06-06 12:00:00",1993,6,6,9,21,14.333,0,NA,NA,FALSE,FALSE
19930607,1993-06-07 12:00:00,"1993-06-07 12:00:00",1993,6,7,8,20,15.167,0,NA,NA,FALSE,FALSE
19930608,1993-06-08 12:00:00,"1993-06-08 12:00:00",1993,6,8,8.5,22,16.167,0,NA,NA,FALSE,FALSE
19930609,1993-06-09 12:00:00,"1993-06-09 12:00:00",1993,6,9,10.722,25,18.389,0,NA,NA,FALSE,FALSE
19930610,1993-06-10 12:00:00,"1993-06-10 12:00:00",1993,6,10,12.278,27.111,20.056,0,NA,NA,FALSE,FALSE
19930611,1993-06-11 12:00:00,"1993-06-11 12:00:00",1993,6,11,14.778,27,20.111,0,NA,NA,FALSE,FALSE
19930612,1993-06-12 12:00:00,"1993-06-12 12:00:00",1993,6,12,13,23.5,15.056,0,NA,NA,FALSE,FALSE
19930613,1993-06-13 12:00:00,"1993-06-13 12:00:00",1993,6,13,8,20.5,16.111,0,NA,NA,FALSE,FALSE
19930614,1993-06-14 12:00:00,"1993-06-14 12:00:00",1993,6,14,10.889,17.5,13.833,0,NA,NA,FALSE,FALSE
19930615,1993-06-15 12:00:00,"1993-06-15 12:00:00",1993,6,15,9,16,12.667,0,NA,NA,FALSE,FALSE
19930616,1993-06-16 12:00:00,"1993-06-16 12:00:00",1993,6,16,10.722,17.611,13.444,0.508,NA,NA,FALSE,FALSE
19930617,1993-06-17 12:00:00,"1993-06-17 12:00:00",1993,6,17,11,18,13.944,2.54,NA,NA,FALSE,FALSE
19930618,1993-06-18 12:00:00,"1993-06-18 12:00:00",1993,6,18,10.389,17,13.667,0.254,NA,NA,FALSE,FALSE
19930619,1993-06-19 12:00:00,"1993-06-19 12:00:00",1993,6,19,10,19,15.611,0,NA,NA,FALSE,FALSE
19930620,1993-06-20 12:00:00,"1993-06-20 12:00:00",1993,6,20,9.889,17.222,13.5,0.254,NA,NA,FALSE,FALSE
19930621,1993-06-21 12:00:00,"1993-06-21 12:00:00",1993,6,21,8.778,16.611,13.222,NA,NA,NA,FALSE,FALSE
19930622,1993-06-22 12:00:00,"1993-06-22 12:00:00",1993,6,22,7.778,17,12.778,0.254,NA,NA,FALSE,FALSE
19930623,1993-06-23 12:00:00,"1993-06-23 12:00:00",1993,6,23,6,15.5,11.556,0,NA,NA,FALSE,FALSE
19930624,1993-06-24 12:00:00,"1993-06-24 12:00:00",1993,6,24,5.5,15.611,11.167,6.604,NA,NA,FALSE,FALSE
19930625,1993-06-25 12:00:00,"1993-06-25 12:00:00",1993,6,25,9,15.611,11.111,4.826,NA,NA,FALSE,FALSE
19930626,1993-06-26 12:00:00,"1993-06-26 12:00:00",1993,6,26,9,16,12.278,0.762,NA,NA,FALSE,FALSE
19930627,1993-06-27 12:00:00,"1993-06-27 12:00:00",1993,6,27,10,15.5,12.833,2.286,NA,NA,FALSE,FALSE
19930628,1993-06-28 12:00:00,"1993-06-28 12:00:00",1993,6,28,10,23,16.111,1.524,NA,NA,FALSE,FALSE
19930629,1993-06-29 12:00:00,"1993-06-29 12:00:00",1993,6,29,9,22,15.167,0,NA,NA,FALSE,FALSE
19930630,1993-06-30 12:00:00,"1993-06-30 12:00:00",1993,6,30,6.389,22,14.833,0,NA,NA,FALSE,FALSE
19930701,1993-07-01 12:00:00,"1993-07-01 12:00:00",1993,7,1,8.722,24.722,17.667,0,NA,NA,FALSE,FALSE
19930702,1993-07-02 12:00:00,"1993-07-02 12:00:00",1993,7,2,9,22.611,16.111,0,NA,NA,FALSE,FALSE
19930703,1993-07-03 12:00:00,"1993-07-03 12:00:00",1993,7,3,5.611,19,15.889,0,NA,NA,FALSE,FALSE
19930704,1993-07-04 12:00:00,"1993-07-04 12:00:00",1993,7,4,14,20.778,17.556,0,NA,NA,FALSE,FALSE
19930705,1993-07-05 12:00:00,"1993-07-05 12:00:00",1993,7,5,9.222,18.111,15,0,NA,NA,FALSE,FALSE
19930706,1993-07-06 12:00:00,"1993-07-06 12:00:00",1993,7,6,7.722,16.222,12.333,0,NA,NA,FALSE,FALSE
19930707,1993-07-07 12:00:00,"1993-07-07 12:00:00",1993,7,7,10.222,16.389,12.722,5.334,NA,NA,FALSE,FALSE
19930708,1993-07-08 12:00:00,"1993-07-08 12:00:00",1993,7,8,10.889,19.889,15.111,0.508,NA,NA,FALSE,FALSE
19930709,1993-07-09 12:00:00,"1993-07-09 12:00:00",1993,7,9,13.278,21,17.389,0,NA,NA,FALSE,FALSE
19930710,1993-07-10 12:00:00,"1993-07-10 12:00:00",1993,7,10,10.389,19.389,13.444,2.286,NA,NA,FALSE,FALSE
19930711,1993-07-11 12:00:00,"1993-07-11 12:00:00",1993,7,11,6.722,18.722,13.778,5.08,NA,NA,FALSE,FALSE
19930712,1993-07-12 12:00:00,"1993-07-12 12:00:00",1993,7,12,10,17,13.333,0,NA,NA,FALSE,FALSE
19930713,1993-07-13 12:00:00,"1993-07-13 12:00:00",1993,7,13,9.111,16.5,12.889,2.54,NA,NA,FALSE,FALSE
19930714,1993-07-14 12:00:00,"1993-07-14 12:00:00",1993,7,14,6.722,19.5,14.111,0.762,NA,NA,FALSE,FALSE
19930715,1993-07-15 12:00:00,"1993-07-15 12:00:00",1993,7,15,12,21,16.167,0,NA,NA,FALSE,FALSE
19930716,1993-07-16 12:00:00,"1993-07-16 12:00:00",1993,7,16,8.222,22.611,16.222,0,NA,NA,FALSE,FALSE
19930717,1993-07-17 12:00:00,"1993-07-17 12:00:00",1993,7,17,10,22.389,18.056,0.762,NA,NA,FALSE,FALSE
19930718,1993-07-18 12:00:00,"1993-07-18 12:00:00",1993,7,18,11.111,20.5,15.889,0,NA,NA,FALSE,FALSE
19930719,1993-07-19 12:00:00,"1993-07-19 12:00:00",1993,7,19,8.222,19.889,15.167,3.81,NA,NA,FALSE,FALSE
19930720,1993-07-20 12:00:00,"1993-07-20 12:00:00",1993,7,20,10,19.222,14.944,2.794,NA,NA,FALSE,FALSE
19930721,1993-07-21 12:00:00,"1993-07-21 12:00:00",1993,7,21,12.611,16.389,13.333,9.652,NA,NA,FALSE,FALSE
19930722,1993-07-22 12:00:00,"1993-07-22 12:00:00",1993,7,22,12,20,14.722,5.08,NA,NA,FALSE,FALSE
19930723,1993-07-23 12:00:00,"1993-07-23 12:00:00",1993,7,23,11.5,17,14.556,0.508,NA,NA,FALSE,FALSE
19930724,1993-07-24 12:00:00,"1993-07-24 12:00:00",1993,7,24,14.889,21,17.611,8.636,NA,NA,FALSE,FALSE
19930725,1993-07-25 12:00:00,"1993-07-25 12:00:00",1993,7,25,11.889,18.611,15.111,10.922,NA,NA,FALSE,FALSE
19930726,1993-07-26 12:00:00,"1993-07-26 12:00:00",1993,7,26,10.889,17.389,13.667,3.81,NA,NA,FALSE,FALSE
19930727,1993-07-27 12:00:00,"1993-07-27 12:00:00",1993,7,27,9.722,17.611,13.389,14.478,NA,NA,FALSE,FALSE
19930728,1993-07-28 12:00:00,"1993-07-28 12:00:00",1993,7,28,12.222,19.5,15.889,5.588,NA,NA,FALSE,FALSE
19930729,1993-07-29 12:00:00,"1993-07-29 12:00:00",1993,7,29,10,21.611,16.5,9.652,NA,NA,FALSE,FALSE
19930730,1993-07-30 12:00:00,"1993-07-30 12:00:00",1993,7,30,15.778,19.889,17.667,5.08,NA,NA,FALSE,FALSE
19930731,1993-07-31 12:00:00,"1993-07-31 12:00:00",1993,7,31,11.611,17.611,14.722,6.096,NA,NA,FALSE,FALSE
19930801,1993-08-01 12:00:00,"1993-08-01 12:00:00",1993,8,1,10.111,18.611,14.556,2.794,NA,NA,FALSE,FALSE
19930802,1993-08-02 12:00:00,"1993-08-02 12:00:00",1993,8,2,9.222,22.389,16.556,0,NA,NA,FALSE,FALSE
19930803,1993-08-03 12:00:00,"1993-08-03 12:00:00",1993,8,3,12.611,19.722,15.5,1.27,NA,NA,FALSE,FALSE
19930804,1993-08-04 12:00:00,"1993-08-04 12:00:00",1993,8,4,10.111,20.611,15.389,1.778,NA,NA,FALSE,FALSE
19930805,1993-08-05 12:00:00,"1993-08-05 12:00:00",1993,8,5,10.389,28,16.333,0.254,NA,NA,FALSE,FALSE
19930806,1993-08-06 12:00:00,"1993-08-06 12:00:00",1993,8,6,12,19.611,14.833,0,NA,NA,FALSE,FALSE
19930807,1993-08-07 12:00:00,"1993-08-07 12:00:00",1993,8,7,12.778,18,15.444,3.556,NA,NA,FALSE,FALSE
19930808,1993-08-08 12:00:00,"1993-08-08 12:00:00",1993,8,8,11,21.111,16.667,0.254,NA,NA,FALSE,FALSE
19930809,1993-08-09 12:00:00,"1993-08-09 12:00:00",1993,8,9,11.278,19.3873826303613,16.333,0,"daily_MEIERWIK",NA,FALSE,FALSE
19930810,1993-08-10 12:00:00,"1993-08-10 12:00:00",1993,8,10,10.889,21,14.611,6.858,NA,NA,FALSE,FALSE
19930811,1993-08-11 12:00:00,"1993-08-11 12:00:00",1993,8,11,9.5,17.5,13.389,3.048,NA,NA,FALSE,FALSE
19930812,1993-08-12 12:00:00,"1993-08-12 12:00:00",1993,8,12,10,18.722,15.778,5.588,NA,NA,FALSE,FALSE
19930813,1993-08-13 12:00:00,"1993-08-13 12:00:00",1993,8,13,8.611,25,14.944,0,NA,NA,FALSE,FALSE
19930814,1993-08-14 12:00:00,"1993-08-14 12:00:00",1993,8,14,7.389,22.611,15.944,0,NA,NA,FALSE,FALSE
19930815,1993-08-15 12:00:00,"1993-08-15 12:00:00",1993,8,15,15,24,18.778,0,NA,NA,FALSE,FALSE
19930816,1993-08-16 12:00:00,"1993-08-16 12:00:00",1993,8,16,10,19.222,16.167,2.032,NA,NA,FALSE,FALSE
19930817,1993-08-17 12:00:00,"1993-08-17 12:00:00",1993,8,17,8.389,17.889,13.056,1.524,NA,NA,FALSE,FALSE
19930818,1993-08-18 12:00:00,"1993-08-18 12:00:00",1993,8,18,8.389,18.611,14,0,NA,NA,FALSE,FALSE
19930819,1993-08-19 12:00:00,"1993-08-19 12:00:00",1993,8,19,10.722,20.111,15.222,0,NA,NA,FALSE,FALSE
19930820,1993-08-20 12:00:00,"1993-08-20 12:00:00",1993,8,20,10,18,14.222,0,NA,NA,FALSE,FALSE
19930821,1993-08-21 12:00:00,"1993-08-21 12:00:00",1993,8,21,10.389,18.778,14.278,0.762,NA,NA,FALSE,FALSE
19930822,1993-08-22 12:00:00,"1993-08-22 12:00:00",1993,8,22,8,16,11.5,0.508,NA,NA,FALSE,FALSE
19930823,1993-08-23 12:00:00,"1993-08-23 12:00:00",1993,8,23,5.389,25,11.889,5.842,NA,NA,FALSE,FALSE
19930824,1993-08-24 12:00:00,"1993-08-24 12:00:00",1993,8,24,8.278,16.722,12.389,1.016,NA,NA,FALSE,FALSE
19930825,1993-08-25 12:00:00,"1993-08-25 12:00:00",1993,8,25,8.111,17,12.611,2.032,NA,NA,FALSE,FALSE
19930826,1993-08-26 12:00:00,"1993-08-26 12:00:00",1993,8,26,4.889,18.111,12.333,0,NA,NA,FALSE,FALSE
19930827,1993-08-27 12:00:00,"1993-08-27 12:00:00",1993,8,27,8.722,17.722,13.222,0.508,NA,NA,FALSE,FALSE
19930828,1993-08-28 12:00:00,"1993-08-28 12:00:00",1993,8,28,4.5,19.778,12.111,0,NA,NA,FALSE,FALSE
19930829,1993-08-29 12:00:00,"1993-08-29 12:00:00",1993,8,29,5.389,16.6093826303613,17.611,0,"daily_MEIERWIK",NA,FALSE,FALSE
19930830,1993-08-30 12:00:00,"1993-08-30 12:00:00",1993,8,30,10.222,15.389,12.556,4.064,NA,NA,FALSE,FALSE
19930831,1993-08-31 12:00:00,"1993-08-31 12:00:00",1993,8,31,7.889,16,11.833,3.302,NA,NA,FALSE,FALSE
19930901,1993-09-01 12:00:00,"1993-09-01 12:00:00",1993,9,1,5.389,18.278,12.667,0,NA,NA,FALSE,FALSE
19930902,1993-09-02 12:00:00,"1993-09-02 12:00:00",1993,9,2,11.778,15.611,13.611,1.016,NA,NA,FALSE,FALSE
19930903,1993-09-03 12:00:00,"1993-09-03 12:00:00",1993,9,3,8.889,15.5,12.333,4.826,NA,NA,FALSE,FALSE
19930904,1993-09-04 12:00:00,"1993-09-04 12:00:00",1993,9,4,6.611,15.278,10.5,1.27,NA,NA,FALSE,FALSE
19930905,1993-09-05 12:00:00,"1993-09-05 12:00:00",1993,9,5,5.722,17,11,0.762,NA,NA,FALSE,FALSE
19930906,1993-09-06 12:00:00,"1993-09-06 12:00:00",1993,9,6,7.778,15.111,11.778,0,NA,NA,FALSE,FALSE
19930907,1993-09-07 12:00:00,"1993-09-07 12:00:00",1993,9,7,9.722,15.111,12.333,2.286,NA,NA,FALSE,FALSE
19930908,1993-09-08 12:00:00,"1993-09-08 12:00:00",1993,9,8,7.611,17.389,13,0,NA,NA,FALSE,FALSE
19930909,1993-09-09 12:00:00,"1993-09-09 12:00:00",1993,9,9,10,18.111,14.778,14.478,NA,NA,FALSE,FALSE
19930910,1993-09-10 12:00:00,"1993-09-10 12:00:00",1993,9,10,10,28,14.389,5.08,NA,NA,FALSE,FALSE
19930911,1993-09-11 12:00:00,"1993-09-11 12:00:00",1993,9,11,8.5,17,13.722,6.35,NA,NA,FALSE,FALSE
19930912,1993-09-12 12:00:00,"1993-09-12 12:00:00",1993,9,12,7,17,11.889,0,NA,NA,FALSE,FALSE
19930913,1993-09-13 12:00:00,"1993-09-13 12:00:00",1993,9,13,10.222,14,11.444,0,NA,NA,FALSE,FALSE
19930914,1993-09-14 12:00:00,"1993-09-14 12:00:00",1993,9,14,9.889,13.2203826303613,15.222,14.478,"daily_MEIERWIK",NA,FALSE,FALSE
19930915,1993-09-15 12:00:00,"1993-09-15 12:00:00",1993,9,15,10.111,15,11.722,0.762,NA,NA,FALSE,FALSE
19930916,1993-09-16 12:00:00,"1993-09-16 12:00:00",1993,9,16,7.222,11.5,9.333,5.842,NA,NA,FALSE,FALSE
19930917,1993-09-17 12:00:00,"1993-09-17 12:00:00",1993,9,17,2,10.722,7.167,0,NA,NA,FALSE,FALSE
19930918,1993-09-18 12:00:00,"1993-09-18 12:00:00",1993,9,18,3.111,14,8.278,0,NA,NA,FALSE,FALSE
19930919,1993-09-19 12:00:00,"1993-09-19 12:00:00",1993,9,19,2.611,14.778,9.333,0,NA,NA,FALSE,FALSE
19930920,1993-09-20 12:00:00,"1993-09-20 12:00:00",1993,9,20,6.778,18.278,12.222,0,NA,NA,FALSE,FALSE
19930921,1993-09-21 12:00:00,"1993-09-21 12:00:00",1993,9,21,10,19.5,14.278,0,NA,NA,FALSE,FALSE
19930922,1993-09-22 12:00:00,"1993-09-22 12:00:00",1993,9,22,8.222,15.111,11.611,0,NA,NA,FALSE,FALSE
19930923,1993-09-23 12:00:00,"1993-09-23 12:00:00",1993,9,23,8.722,15.778,12.111,30.226,NA,NA,FALSE,FALSE
19930924,1993-09-24 12:00:00,"1993-09-24 12:00:00",1993,9,24,6.278,13.278,10.389,0,NA,NA,FALSE,FALSE
19930925,1993-09-25 12:00:00,"1993-09-25 12:00:00",1993,9,25,10.389,12.778,11.778,4.318,NA,NA,FALSE,FALSE
19930926,1993-09-26 12:00:00,"1993-09-26 12:00:00",1993,9,26,10.5,20,12.167,7.874,NA,NA,FALSE,FALSE
19930927,1993-09-27 12:00:00,"1993-09-27 12:00:00",1993,9,27,6,13.4983826303613,10.167,0,"daily_MEIERWIK",NA,FALSE,FALSE
19930928,1993-09-28 12:00:00,"1993-09-28 12:00:00",1993,9,28,8.111,15.8873826303613,13.222,1.016,"daily_MEIERWIK",NA,FALSE,FALSE
19930929,1993-09-29 12:00:00,"1993-09-29 12:00:00",1993,9,29,7.889,13.9983826303613,11,0,"daily_MEIERWIK",NA,FALSE,FALSE
19930930,1993-09-30 12:00:00,"1993-09-30 12:00:00",1993,9,30,5.389,11.389,8.333,0,NA,NA,FALSE,FALSE
19931001,1993-10-01 12:00:00,"1993-10-01 12:00:00",1993,10,1,5.722,11.389,9.056,0,NA,NA,FALSE,FALSE
19931002,1993-10-02 12:00:00,"1993-10-02 12:00:00",1993,10,2,7.389,12.611,10.667,0,NA,NA,FALSE,FALSE
19931003,1993-10-03 12:00:00,"1993-10-03 12:00:00",1993,10,3,11,12.778,11.778,NA,NA,NA,FALSE,FALSE
19931004,1993-10-04 12:00:00,"1993-10-04 12:00:00",1993,10,4,10,13.9314573801365,13.556,9.144,"daily_HOHN",NA,FALSE,FALSE
19931005,1993-10-05 12:00:00,"1993-10-05 12:00:00",1993,10,5,8.611,17.222,12.556,0.254,NA,NA,FALSE,FALSE
19931006,1993-10-06 12:00:00,"1993-10-06 12:00:00",1993,10,6,8,15.4983826303613,14.5,3.302,"daily_MEIERWIK",NA,FALSE,FALSE
19931007,1993-10-07 12:00:00,"1993-10-07 12:00:00",1993,10,7,8,28,13.333,4.064,NA,NA,FALSE,FALSE
19931008,1993-10-08 12:00:00,"1993-10-08 12:00:00",1993,10,8,5.389,16,11.389,0.254,NA,NA,FALSE,FALSE
19931009,1993-10-09 12:00:00,"1993-10-09 12:00:00",1993,10,9,8.278,14.222,11.722,22.098,NA,NA,FALSE,FALSE
19931010,1993-10-10 12:00:00,"1993-10-10 12:00:00",1993,10,10,6.278,14.611,10.056,0.254,NA,NA,FALSE,FALSE
19931011,1993-10-11 12:00:00,"1993-10-11 12:00:00",1993,10,11,5.222,13,9.667,0.254,NA,NA,FALSE,FALSE
19931012,1993-10-12 12:00:00,"1993-10-12 12:00:00",1993,10,12,8.389,21,13,10.414,NA,NA,FALSE,FALSE
19931013,1993-10-13 12:00:00,"1993-10-13 12:00:00",1993,10,13,8.222,25,12.111,8.636,NA,NA,FALSE,FALSE
19931014,1993-10-14 12:00:00,"1993-10-14 12:00:00",1993,10,14,2.5,13.778,6.556,0.254,NA,NA,FALSE,FALSE
19931015,1993-10-15 12:00:00,"1993-10-15 12:00:00",1993,10,15,-2,9.5,4.167,91.186,NA,NA,FALSE,FALSE
19931016,1993-10-16 12:00:00,"1993-10-16 12:00:00",1993,10,16,2.111,8.5,4.611,2.286,NA,NA,FALSE,FALSE
19931017,1993-10-17 12:00:00,"1993-10-17 12:00:00",1993,10,17,-1.278,8.5,3.944,4.064,NA,NA,FALSE,FALSE
19931018,1993-10-18 12:00:00,"1993-10-18 12:00:00",1993,10,18,-4.111,9.10938263036127,6.333,0,"daily_MEIERWIK",NA,FALSE,FALSE
19931019,1993-10-19 12:00:00,"1993-10-19 12:00:00",1993,10,19,-4.222,8,1.556,0,NA,NA,FALSE,FALSE
19931020,1993-10-20 12:00:00,"1993-10-20 12:00:00",1993,10,20,-4.5,7.10938263036127,5.722,0,"daily_MEIERWIK",NA,FALSE,FALSE
19931021,1993-10-21 12:00:00,"1993-10-21 12:00:00",1993,10,21,3.5,10,6,1.778,NA,NA,FALSE,FALSE
19931022,1993-10-22 12:00:00,"1993-10-22 12:00:00",1993,10,22,5.222,8.111,6.389,0,NA,NA,FALSE,FALSE
19931023,1993-10-23 12:00:00,"1993-10-23 12:00:00",1993,10,23,2.889,7.5,5.222,0,NA,NA,FALSE,FALSE
19931024,1993-10-24 12:00:00,"1993-10-24 12:00:00",1993,10,24,-0.389,6,3.222,0,NA,NA,FALSE,FALSE
19931025,1993-10-25 12:00:00,"1993-10-25 12:00:00",1993,10,25,-0.5,10.889,4.278,0,NA,NA,FALSE,FALSE
19931026,1993-10-26 12:00:00,"1993-10-26 12:00:00",1993,10,26,-0.278,10.611,7.111,0,NA,NA,FALSE,FALSE
19931027,1993-10-27 12:00:00,"1993-10-27 12:00:00",1993,10,27,3.278,8.72038263036127,8.944,0,"daily_MEIERWIK",NA,FALSE,FALSE
19931028,1993-10-28 12:00:00,"1993-10-28 12:00:00",1993,10,28,2,10,6.389,0.254,NA,NA,FALSE,FALSE
19931029,1993-10-29 12:00:00,"1993-10-29 12:00:00",1993,10,29,4.722,10,7.611,0,NA,NA,FALSE,FALSE
19931030,1993-10-30 12:00:00,"1993-10-30 12:00:00",1993,10,30,-2,10,3.333,0,NA,NA,FALSE,FALSE
19931031,1993-10-31 12:00:00,"1993-10-31 12:00:00",1993,10,31,-3.611,11,2.611,0,NA,NA,FALSE,FALSE
19931101,1993-11-01 12:00:00,"1993-11-01 12:00:00",1993,11,1,-2.5,10,1.722,0,NA,NA,FALSE,FALSE
19931102,1993-11-02 12:00:00,"1993-11-02 12:00:00",1993,11,2,-1.611,10,5.278,0,NA,NA,FALSE,FALSE
19931103,1993-11-03 12:00:00,"1993-11-03 12:00:00",1993,11,3,3.611,10,5.278,0,NA,NA,FALSE,FALSE
19931104,1993-11-04 12:00:00,"1993-11-04 12:00:00",1993,11,4,2.389,10,4,0,NA,NA,FALSE,FALSE
19931105,1993-11-05 12:00:00,"1993-11-05 12:00:00",1993,11,5,0,10,3.667,0,NA,NA,FALSE,FALSE
19931106,1993-11-06 12:00:00,"1993-11-06 12:00:00",1993,11,6,5.222,20,7.778,0,NA,NA,FALSE,FALSE
19931107,1993-11-07 12:00:00,"1993-11-07 12:00:00",1993,11,7,5.722,8,6.611,0.254,NA,NA,FALSE,FALSE
19931108,1993-11-08 12:00:00,"1993-11-08 12:00:00",1993,11,8,4.611,6.222,5.333,0.508,NA,NA,FALSE,FALSE
