"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"10038099999","2015-01-01","54.312167","9.538167","11.88","HOHN, GM","  40.0","24","  36.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 12.2","24"," 15.9"," 31.1","  41.0","*","  39.2","*"," 0.00","I","999.9","000000"
"10038099999","2015-01-02","54.312167","9.538167","11.88","HOHN, GM","  43.7","24","  38.4","24","9999.9"," 0","999.9"," 0","  5.8"," 9"," 23.0","24"," 29.9"," 42.9","  48.2","*","  41.0","*","99.99"," ","999.9","010000"
"10038099999","2015-01-03","54.312167","9.538167","11.88","HOHN, GM","  40.4","24","  36.5","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.1","24"," 22.9"," 34.0","  42.8","*","  37.4","*"," 0.00","I","999.9","000000"
"10038099999","2015-01-04","54.312167","9.538167","11.88","HOHN, GM","  38.5","24","  34.2","24","9999.9"," 0","999.9"," 0","999.9"," 0","  9.9","24"," 14.0","999.9","  42.8","*","  35.6","*"," 0.00","I","999.9","000000"
"10038099999","2015-01-05","54.312167","9.538167","11.88","HOHN, GM","  41.3","24","  37.9","24","9999.9"," 0","999.9"," 0","  6.2","14","  9.4","24"," 15.9","999.9","  42.8","*","  39.2","*","99.99"," ","999.9","010000"
"10038099999","2015-01-06","54.312167","9.538167","11.88","HOHN, GM","  37.6","24","  33.9","24","9999.9"," 0","999.9"," 0","  2.9","15","  5.1","24","  8.0","999.9","  39.2","*","  35.6","*"," 0.00","I","999.9","000000"
"10038099999","2015-01-07","54.312167","9.538167","11.88","HOHN, GM","  40.2","24","  37.4","24","9999.9"," 0","999.9"," 0","  5.5","20","  9.1","24"," 15.0","999.9","  42.8","*","  35.6","*","99.99"," ","999.9","010000"
"10038099999","2015-01-08","54.312167","9.538167","11.88","HOHN, GM","  41.7","24","  39.5","24","9999.9"," 0","999.9"," 0","  3.3","24"," 12.6","24"," 15.9"," 33.0","  44.6","*","  37.4","*","99.99"," ","999.9","010000"
"10038099999","2015-01-09","54.312167","9.538167","11.88","HOHN, GM","  44.3","24","  39.6","24","9999.9"," 0","999.9"," 0","  4.2","24"," 21.5","24"," 42.0"," 69.9","  46.4","*","  41.0","*","99.99"," ","999.9","011010"
"10038099999","2015-01-10","54.312167","9.538167","11.88","HOHN, GM","  46.0","24","  40.4","24","9999.9"," 0","999.9"," 0","  4.5","24"," 26.1","24"," 41.0"," 58.1","  51.8","*","  39.2","*","99.99"," ","999.9","011000"
"10038099999","2015-01-11","54.312167","9.538167","11.88","HOHN, GM","  40.3","24","  34.3","24","9999.9"," 0","999.9"," 0","  5.8","24"," 21.3","24"," 33.0"," 51.1","  42.8","*","  37.4","*","99.99"," ","999.9","011110"
"10038099999","2015-01-12","54.312167","9.538167","11.88","HOHN, GM","  44.8","24","  42.0","24","9999.9"," 0","999.9"," 0","  4.4","24"," 17.9","24"," 24.1"," 36.9","  46.4","*","  42.8","*","99.99"," ","999.9","010000"
"10038099999","2015-01-13","54.312167","9.538167","11.88","HOHN, GM","  43.8","24","  41.4","24","9999.9"," 0","999.9"," 0","  5.1","24"," 10.4","24"," 21.0"," 34.0","  50.0","*","  39.2","*","99.99"," ","999.9","010000"
"10038099999","2015-01-14","54.312167","9.538167","11.88","HOHN, GM","  37.5","23","  34.7","23","9999.9"," 0","999.9"," 0","  5.8","23","  9.6","23"," 19.0"," 33.0","  39.2","*","  33.8","*","99.99"," ","999.9","011010"
"10038099999","2015-01-15","54.312167","9.538167","11.88","HOHN, GM","  41.9","24","  38.6","24","9999.9"," 0","999.9"," 0","  5.2","24"," 14.4","24"," 20.0"," 38.1","  46.4","*","  35.6","*","99.99"," ","999.9","010000"
"10038099999","2015-01-16","54.312167","9.538167","11.88","HOHN, GM","  42.1","24","  35.4","24","9999.9"," 0","999.9"," 0","  6.2","24"," 12.6","24"," 19.0"," 29.9","  44.6","*","  37.4","*"," 0.00","I","999.9","000000"
"10038099999","2015-01-17","54.312167","9.538167","11.88","HOHN, GM","  37.0","24","  32.8","24","9999.9"," 0","999.9"," 0","  6.2","24","  8.4","24"," 12.0","999.9","  41.0","*","  33.8","*"," 0.00","I","999.9","000000"
"10038099999","2015-01-18","54.312167","9.538167","11.88","HOHN, GM","  34.7","24","  31.6","24","9999.9"," 0","999.9"," 0","  4.2","24","  8.1","24"," 11.1","999.9","  35.6","*","  33.8","*","99.99"," ","999.9","010000"
"10038099999","2015-01-19","54.312167","9.538167","11.88","HOHN, GM","  32.2","22","  31.9","22","9999.9"," 0","999.9"," 0","  1.2","22","  1.8","22","  4.1","999.9","  33.8","*","  32.0","*","99.99"," ","999.9","111000"
"10038099999","2015-01-20","54.312167","9.538167","11.88","HOHN, GM","  28.6","24","  28.2","24","9999.9"," 0","999.9"," 0","  0.8","24","  0.6","24","  2.9","999.9","  30.2","*","  23.0","*","99.99"," ","999.9","101000"
"10038099999","2015-01-21","54.312167","9.538167","11.88","HOHN, GM","  28.3","24","  27.7","24","9999.9"," 0","999.9"," 0","  0.9","24","  1.1","24","  5.1","999.9","  30.2","*","  24.8","*"," 0.00","I","999.9","100000"
"10038099999","2015-01-22","54.312167","9.538167","11.88","HOHN, GM","  24.3","24","  23.1","24","9999.9"," 0","999.9"," 0","  1.2","24","  0.9","24","  2.9","999.9","  32.0","*","  17.6","*"," 0.00","I","999.9","100000"
